time_span,heartbeat
2021-07-13 18:52:19,91.32448429124891
2021-07-13 18:52:20,90.81317345951635
2021-07-13 18:52:21,88.88699439612728
2021-07-13 18:52:22,89.95799715224949
2021-07-13 18:52:23,91.50146219970712
2021-07-13 18:52:24,90.74735620782428
2021-07-13 18:52:25,88.13736024915718
2021-07-13 18:52:26,90.53509461196606
2021-07-13 18:52:27,90.14048024895236
2021-07-13 18:52:28,88.80736418669152
2021-07-13 18:52:29,88.74788845624381
2021-07-13 18:52:30,90.13592710044986
2021-07-13 18:52:31,88.52901310204555
2021-07-13 18:52:32,88.3332960538007
2021-07-13 18:52:33,88.96352120505934
2021-07-13 18:52:34,90.5118299035044
2021-07-13 18:52:35,91.09429060965105
2021-07-13 18:52:36,90.86636812109569
2021-07-13 18:52:37,89.57226252596493
2021-07-13 18:52:38,90.3801557141863
2021-07-13 18:52:39,90.97138027087958
2021-07-13 18:52:40,92.0130461201762
2021-07-13 18:52:41,91.01259891659164
2021-07-13 18:52:42,91.40120958360541
2021-07-13 18:52:43,90.1420998659079
2021-07-13 18:52:44,91.81894304319972
2021-07-13 18:52:45,89.13200772991839
2021-07-13 18:52:46,88.72663458253132
2021-07-13 18:52:47,89.59410831966804
2021-07-13 18:52:48,88.98319835740179
2021-07-13 18:52:49,88.84940044558377
2021-07-13 18:52:50,88.26177839664612
2021-07-13 18:52:51,90.4978611348588
2021-07-13 18:52:52,90.01422138214582
2021-07-13 18:52:53,88.13706183042326
2021-07-13 18:52:54,89.76986756757256
2021-07-13 18:52:55,91.8400207235193
2021-07-13 18:52:56,91.7726996184911
2021-07-13 18:52:57,88.7112010326202
2021-07-13 18:52:58,90.49755467515357
2021-07-13 18:52:59,91.15856891247351
2021-07-13 18:53:00,91.47174178116468
2021-07-13 18:53:01,88.87065633574053
2021-07-13 18:53:02,90.3801027691139
2021-07-13 18:53:03,89.79603042124597
2021-07-13 18:53:04,91.32029144960065
2021-07-13 18:53:05,90.93472753215526
2021-07-13 18:53:06,89.29985384588609
2021-07-13 18:53:07,91.6885353256208
2021-07-13 18:53:08,88.7984361327042
2021-07-13 18:53:09,90.63520617366459
2021-07-13 18:53:10,90.49659251494916
