time_span,heartbeat
2021-07-03 11:36:28,92.75437959201797
2021-07-03 11:37:28,88.52655582751277
2021-07-03 11:38:28,90.43055351804821
2021-07-03 11:39:28,89.64512740084801
2021-07-03 11:40:28,90.00584849297151
2021-07-03 11:41:28,89.98057557680954
2021-07-03 11:42:28,88.88455413497458
2021-07-03 11:43:28,87.12180987135561
2021-07-03 11:44:28,90.87085298588616
2021-07-03 11:45:28,87.31496181571256
2021-07-03 11:46:28,93.05232533807829
2021-07-03 11:47:28,89.50503137708765
2021-07-03 11:48:28,87.59928224224035
2021-07-03 11:49:28,87.17450582356415
2021-07-03 11:50:28,90.87129507389116
2021-07-03 11:51:28,92.15238127384792
2021-07-03 11:52:28,89.93237679158591
2021-07-03 11:53:28,90.1670571972999
2021-07-03 11:54:28,91.35015894010871
2021-07-03 11:55:28,91.29972706568394
2021-07-03 11:56:28,87.66009542781728
2021-07-03 11:57:28,89.19721929037122
2021-07-03 11:58:28,91.89668736659628
2021-07-03 11:59:28,92.56379880521358
2021-07-03 12:00:28,87.79844168656344
2021-07-03 12:01:28,87.39780292152041
2021-07-03 12:02:28,92.82691313131477
2021-07-03 12:03:28,91.08090916933595
2021-07-03 12:04:28,88.2912414602799
2021-07-03 12:05:28,92.45813880288027
2021-07-03 12:06:28,87.25092073547951
2021-07-03 12:07:28,87.72883529295456
2021-07-03 12:08:28,88.15327152761412
2021-07-03 12:09:28,92.0538608593102
2021-07-03 12:10:28,87.10766191197115
2021-07-03 12:11:28,89.47379859164259
2021-07-03 12:12:28,88.48190501015192
2021-07-03 12:13:28,89.023206297353
2021-07-03 12:14:28,91.77709284071013
2021-07-03 12:15:28,88.89712198776272
2021-07-03 12:16:28,90.34200613597154
2021-07-03 12:17:28,89.11091801414732
2021-07-03 12:18:28,91.949598444361
2021-07-03 12:19:28,92.60378588473118
2021-07-03 12:20:28,92.65989270260778
2021-07-03 12:21:28,90.58602828410764
2021-07-03 12:22:28,88.6178012159215
2021-07-03 12:23:28,91.99783338729418
2021-07-03 12:24:28,88.27397033273577
2021-07-03 12:25:28,91.14173495527506
2021-07-03 12:26:28,89.6977237594751
2021-07-03 12:27:28,92.65974343057728
2021-07-03 12:28:28,89.5809847062673
2021-07-03 12:29:28,90.80196685853022
2021-07-03 12:30:28,91.439226416606
2021-07-03 12:31:28,91.70895113510187
2021-07-03 12:32:28,87.80361998160566
2021-07-03 12:33:28,89.15807982148736
2021-07-03 12:34:28,90.75066575578056
2021-07-03 12:35:28,89.5906801319797
2021-07-03 12:36:28,87.77198762155197
2021-07-03 12:37:28,88.58346463527153
2021-07-03 12:38:28,92.14635272265978
2021-07-03 12:39:28,91.08971753784964
2021-07-03 12:40:28,87.77369113720721
2021-07-03 12:41:28,92.10861819329632
2021-07-03 12:42:28,92.100805989349
2021-07-03 12:43:28,87.71380978501999
2021-07-03 12:44:28,90.96935318011582
2021-07-03 12:45:28,87.62798005210158
2021-07-03 12:46:28,88.61575206068581
2021-07-03 12:47:28,89.18372509703491
2021-07-03 12:48:28,90.45112288861044
2021-07-03 12:49:28,92.23090012552757
2021-07-03 12:50:28,90.10215422202313
2021-07-03 12:51:28,91.26219004977438
2021-07-03 12:52:28,92.86427357557308
2021-07-03 12:53:28,89.12061246514897
2021-07-03 12:54:28,88.88578885974363
2021-07-03 12:55:28,90.72695888770347
2021-07-03 12:56:28,87.55669660870535
2021-07-03 12:57:28,89.8233697277225
2021-07-03 12:58:28,91.67561534267728
2021-07-03 12:59:28,88.62979134583323
2021-07-03 13:00:28,90.06010935572931
2021-07-03 13:01:28,89.99378400789452
2021-07-03 13:02:28,89.2670134882789
2021-07-03 13:03:28,92.37365852380991
2021-07-03 13:04:28,88.99768988498354
2021-07-03 13:05:28,87.12746828492811
2021-07-03 13:06:28,88.47034624565055
2021-07-03 13:07:28,87.69765819385294
2021-07-03 13:08:28,90.62492181030059
2021-07-03 13:09:28,92.51390149796715
2021-07-03 13:10:28,91.89511227840363
2021-07-03 13:11:28,91.46081700118856
2021-07-03 13:12:28,88.34645773192966
2021-07-03 13:13:28,92.34343868394468
2021-07-03 13:14:28,87.93875915772881
2021-07-03 13:15:28,91.08096110319849
2021-07-03 13:16:28,88.33032042882826
2021-07-03 13:17:28,87.45792850626856
2021-07-03 13:18:28,91.18247811021598
2021-07-03 13:19:28,89.59807437650055
2021-07-03 13:20:28,91.71233590350136
2021-07-03 13:21:28,87.50760298853588
2021-07-03 13:22:28,92.07114765598276
2021-07-03 13:23:28,92.2395631101569
2021-07-03 13:24:28,87.54585646288626
2021-07-03 13:25:28,91.24612206756572
2021-07-03 13:26:28,91.05133216772205
2021-07-03 13:27:28,92.37393631894304
2021-07-03 13:28:28,91.46375845749846
2021-07-03 13:29:28,91.7197532358335
2021-07-03 13:30:28,89.73279293180978
2021-07-03 13:31:28,91.96175606188038
2021-07-03 13:32:28,91.80463491596204
2021-07-03 13:33:28,91.44148907698174
2021-07-03 13:34:28,89.54275370425219
2021-07-03 13:35:28,88.64555218488331
2021-07-03 13:36:28,88.1864243715542
2021-07-03 13:37:28,88.7303371149039
2021-07-03 13:38:28,91.30961626429527
2021-07-03 13:39:28,90.07763072748959
2021-07-03 13:40:28,87.43637069262844
2021-07-03 13:41:28,87.60079191893408
2021-07-03 13:42:28,89.94917466755636
2021-07-03 13:43:28,89.21681358281654
2021-07-03 13:44:28,90.47666789211634
2021-07-03 13:45:28,90.20144074526205
2021-07-03 13:46:28,91.33787390192522
2021-07-03 13:47:28,92.91739947901716
2021-07-03 13:48:28,88.79313866982523
2021-07-03 13:49:28,89.57520770776172
